client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
2ff8e6be3f70b085b621c264b19a86db1e2db19998ac3fdab7ec7f33d803814fdaf0ebcd63712b9c262bf62ee9bce622f163112b1faf08530d054edc760ab648	common_voice_el_21241420.mp3	5ed8898873d86c4697b9fc9eb0f8ce250f4bfc34d1d078b4bd0de6981e8aedaa	είπε ο Βασιλιάς σηκώνοντας ακόμα ψηλότερα το βασιλικό του κεφάλι.		2	0	fifties	male_masculine			el	
b0e070fa4ebd272fb1fce6632affc814879b52395d1818840df5cfe7db287ba1f63926e7ef3cc8ca4fda76d69737364a7cb4b8f269212d17957ce97c8db0d1f8	common_voice_el_30686208.mp3	93cfa33e969430531a27578cc1a9e2e5b000588edc9a54415a83440e7520c032	αλλά του έριξε μια σιωπηλή κατάρα καθώς άπλωνε το χέρι να πατήσει την αναβολή		2	0	twenties	male_masculine			el	
d3e3c7abbd6d91890170234d824b50f829cf78d09d5201798016c2a474426c98799cf5b5070969b73c373acc403f07ef560ec69d458765a5bbb9083a5c53ab48	common_voice_el_28798708.mp3	4ce327ee67d82009309e8776848ba414aed527e73086de6337dabcfba0262ac7	Μαζί μου ήταν, είπε το Βασιλόπουλο.		2	0	twenties	male_masculine			el	
ee1c1b75f4932f5c659727f9b397fb1bcddd06f0e2575458e2aa0c422ce15b22f769dd5db55a5463387d5a478d66c6db31fa73b9f16923fe2dce56c3e9555a26	common_voice_el_32225119.mp3	7755a0589be4ec8b62ab97a4034d2b7c6f52db87f51df38f8ff95313779a490c	Τι σας κάνουν;		2	0	thirties	male_masculine			el	
05b9d4e561e0085905bdd902dfc403ab10da4138c7f110aa17bdfa63fe1b306d71acf96cde44884743854271ac57f7898cbb503b3df430502c08de1f3ff0f15e	common_voice_el_30571332.mp3	934d737930a07ac1fb3426ca600e04e72ecdee3736a6da03077a4ea67bcbd937	Μήπως δεν καταλαβαίνω;		2	0	twenties	male_masculine	τέλεια		el	
05b9d4e561e0085905bdd902dfc403ab10da4138c7f110aa17bdfa63fe1b306d71acf96cde44884743854271ac57f7898cbb503b3df430502c08de1f3ff0f15e	common_voice_el_30571335.mp3	808aead83c51121c1667e14520050deb70683443c6ebb3bfd6716ceab3478d21	Αφέντη; επανέλαβε.		4	0	twenties	male_masculine	τέλεια		el	
104b25e13b8dc743470a380fc1adce32d12445a62c23151add94283acb66f83edcce740bca4b1e7c15efc769796a60a7de001fa120608a00c7b7f496e4af8e35	common_voice_el_37575855.mp3	7843e83814e817c1535d818e563920289a92d23c4a999302d38b5f0cc91878e4	Η Τετάρτη είναι η αγαπημένη μου μέρα της εβδομάδας.		2	0	twenties	male_masculine	θεσσαλονικιοτικα		el	
104b25e13b8dc743470a380fc1adce32d12445a62c23151add94283acb66f83edcce740bca4b1e7c15efc769796a60a7de001fa120608a00c7b7f496e4af8e35	common_voice_el_37575868.mp3	0fc5b82c76f877a6cf83495d465a4392479f6dfb7f1f081e3149c47eb39b329a	Δεν ήξερα ποιον να πρωτακούσω, σε ποιον να πρωτοτρέξω		2	0	twenties	male_masculine	θεσσαλονικιοτικα		el	
3e7875fd41daab9e48abbc5e040cd5875038995e85b27172d50313900401baf4a21263f7308222482c1750c18058d6b9211a64e0984d7a5723bb9a9ae987f343	common_voice_el_32667914.mp3	a957f8ee715b3105ec9c95e542cedcbdac47a916c2ae8c82cf070db6fbd201b3	Βιαστικά και γρήγορα λοιπόν		2	0	fifties	male_masculine			el	
3e7875fd41daab9e48abbc5e040cd5875038995e85b27172d50313900401baf4a21263f7308222482c1750c18058d6b9211a64e0984d7a5723bb9a9ae987f343	common_voice_el_32668039.mp3	ad555d169dc949fc586e3349b812a91c78601b2996596183e13e3c5e98c4d715	Στρατός είστε σεις!		2	0	fifties	male_masculine			el	
4d41200f6992e7bc6f2c79793337acc274aadff01fba2c6dfb61457547a22ec9a56c9ac6b907c0366363733dd0799262f84d5800360e8465ada8755cf867086d	common_voice_el_35324684.mp3	b7e281b56e5e1bb0a7c39a5c8bb4dafe399e5541c4988d5230c8548d010cce80	Φύγαμε από το παλάτι		2	0	thirties	male_masculine			el	
4d41200f6992e7bc6f2c79793337acc274aadff01fba2c6dfb61457547a22ec9a56c9ac6b907c0366363733dd0799262f84d5800360e8465ada8755cf867086d	common_voice_el_35333877.mp3	ddd88efdd876e943c26d4f64826b5b4bc4ba3dd576997ab50710329ce5c36b88	Τι τρέχει;		2	0	thirties	male_masculine			el	
7137b429d6e3d550f3172859ab9b179391650ad811a445e6b7525583dccf421a89a3c3c085a516dc164ba886d98c18beb28bef0003b77bf8849839623e257d66	common_voice_el_24993970.mp3	d793a49b0750156d3c460d6b0c6ad257126407164782252cea2e44bc50c32f92	Ξύπνα, κόρη μου, μας ήλθαν μουσαφίρηδες.		2	1	thirties	male_masculine			el	
7137b429d6e3d550f3172859ab9b179391650ad811a445e6b7525583dccf421a89a3c3c085a516dc164ba886d98c18beb28bef0003b77bf8849839623e257d66	common_voice_el_24993973.mp3	fc277c6bc2bb7fd7a216645403152bc9799a57777c5751fbde6788f0e0f466ef	Γιατί ο γιος του Βασιλιά δεν πρέπει ν' αφήνει τον τόπο του.		2	1	thirties	male_masculine			el	
b5a78a2062e2ce4587b16e5d7fd2fa32b3cd3780f9647c33123c487ffd8b4a3b2b35f599a3f23f443c01f0055d30a39cc6ac4d6fddbaf69e663615b3732e7408	common_voice_el_39634190.mp3	3ac2a7bee3808bb938a37bb0f2cc1b41699a12a6137dd0cdd60841e28f948b3b	Η Λίζα έκλαιγε, ποτάμια λάσπη		2	0	twenties	male_masculine	Macedonian		el	
b5a78a2062e2ce4587b16e5d7fd2fa32b3cd3780f9647c33123c487ffd8b4a3b2b35f599a3f23f443c01f0055d30a39cc6ac4d6fddbaf69e663615b3732e7408	common_voice_el_39634236.mp3	a8ac21c859f28456293b8c364e1505ec55a73980e1bcf0fc3ab8cb4f4b854fbf	Ήταν σύντροφος του κυρίου Βασιωτάκη, αρκετά νεότερος του, κι εξάδελφος της κυράς μου		2	0	twenties	male_masculine	Macedonian		el	
