client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20576934.mp3	811c2f5811dc6252e7623c980500b27577d92bcf6b34f7a6025234bd94d5f90f	Θέλω ευθύς φαγί και κρασί.		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20576939.mp3	805a1a2c1ca9ffda009b9722143cffeb15d1eab0d88b6bb18bee7c6588f300a2	μπορείς να πάρεις τηλέφωνο		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20576945.mp3	67ad945376570777d0ac16fb379f9a993af1c970ed489eee7988d1a59bf3dad2	ενώ αν κάνεις δουλειές με σκοπό, τη μεταχειρίζεσαι.		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20576946.mp3	6a07f8d3851c8914c845f27f0159ab5a8faddbb0f8be9a4c13f508743eb60fd8	Πρωτομάστορη, είπε το Βασιλόπουλο, έχω ένα σχέδιο για απόψε.		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20576947.mp3	8385962129fcc3d1839b935baf2ac154f7f371afa596d3d68c6d6f10ac7df78d	Δε θα τον βοηθήσεις;		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20576969.mp3	62c1b06fc83e21178084db47b64e25cd764ccb8444d212e3e3bfec8e2d18305c	Και κάθισε στο φαγί, χωρίς να χάσει καιρό, μαζί με τις γυναίκες		2	1					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20576970.mp3	802ca7d0b1f198ee303d940a9b986640c03577f85238d4245e9d1c1a49d177c4	Έρχεσαι; ρώτησε το Βασιλόπουλο.		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20576971.mp3	66829176bfdd23027c03cec55650dd388a458d222ffcaed5b0c82828c334123e	Θυμήσου τα λόγια που είπες, σαν έλθει η ώρα		2	1					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20576972.mp3	5fe4369ca64496fe67e72e2bc87dd944999f8ad8c65508192e7717c21fe66e58	Είδα στρατιώτες όπου και αν γύρισα.		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20577604.mp3	7997375904262f108f192276fa64d61b930ffce8f885a29f537a21d670375440	Έκανε εκείνα που κάνουν όλοι στο παλάτι.		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20577619.mp3	438a6c2dc3d4de18bd2a0e82911d9af13e1afbcadea5606af2be029aaefe767b	Ελάτε, είπε, να σας μάθω τα ψηφία πρώτα-πρώτα.		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20577732.mp3	2d3e1ca67e92cad760a4174f9d9be5e9138f70309a29e4a0b10a6dbc444416a1	ο Βασιλιάς γύρισε στο τραπέζι και φώναξε το γιο του.		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20577733.mp3	6301894a8f857d043a1005989762b3bc96bd131b785fe252b6598ef7d3daabb1	είπε θυμωμένα.		2	0					el	
5a0e4c69cbf26fb9032232e72ba1464318a1163e32a8563e653f19428fb1ab25c8a4fdd08415d7b250bcc6135114cc8aa08d6a0160db6897cbd1f453c24bfee4	common_voice_el_20577734.mp3	66be47c8ceb0c2643d08e8987575d713c4b4c1680a809303d0a880e063b85c81	είπε το Βασιλόπουλο τείνοντας του το χέρι.		2	0					el	
